userID,placeID,rating,food_rating,service_rating
38,35,2,2,2
38,27,0,1,1
38,14,4,2,1
38,33,2,1,2
38,22,0,2,2
39,51,0,2,1
39,48,1,1,2
39,8,2,1,2
40,19,3,1,1
40,22,1,1,1
40,5,5,2,2
40,51,0,2,1
41,34,3,1,1
41,46,3,2,2
41,1,0,2,2
41,8,1,2,2
41,43,2,2,1
41,16,1,2,1
42,34,3,2,1
42,52,3,2,0
42,58,2,2,2
42,12,4,2,2
42,6,4,2,1
43,40,5,1,1
43,7,2,2,1
43,16,1,1,1
43,42,2,1,1
43,22,1,1,1
44,14,4,2,2
44,15,0,2,1
44,27,1,0,0
44,56,1,2,2
44,45,5,2,2
45,47,2,1,1
45,8,4,0,0
45,26,4,2,2
45,28,0,2,2
45,23,0,0,0
45,6,3,1,1
45,37,5,2,2
45,7,4,2,2
45,17,4,2,2
45,44,5,2,1
46,40,5,0,2
46,57,4,1,0
46,25,2,2,2
46,49,0,1,2
46,39,5,2,1
46,28,0,2,0
46,16,1,2,1
46,15,4,1,2
46,29,0,2,2
47,35,2,0,0
47,45,0,0,0
47,1,4,0,0
48,2,2,0,2
48,3,3,2,2
48,51,3,2,1
48,43,1,1,0
48,34,1,2,0
48,32,2,2,2
48,18,2,2,2
49,58,1,0,0
49,5,0,0,0
49,8,4,0,0
49,57,5,0,0
49,14,5,0,0
49,30,4,0,0
49,10,5,0,0
49,17,1,0,0
49,15,2,0,0
50,31,3,1,1
50,28,5,0,0
50,25,0,0,0
50,1,2,2,0
50,39,0,2,0
50,21,4,2,0
50,26,0,0,0
51,20,4,1,1
51,11,3,1,1
51,6,2,2,1
51,43,5,1,2
52,9,4,0,2
52,22,0,2,1
52,36,0,2,1
52,1,2,1,1
53,23,2,1,1
53,8,0,2,1
53,40,2,2,0
53,47,3,1,2
53,54,1,1,2
53,6,3,2,0
53,18,5,2,1
53,38,1,2,1
53,57,2,1,2
53,36,2,1,2
53,41,0,2,1
53,15,2,1,1
53,28,1,2,2
54,48,1,2,0
54,13,0,2,2
54,27,2,2,1
54,21,2,2,1
54,24,2,2,2
54,57,3,2,0
54,29,5,2,2
54,6,3,2,2
54,18,5,1,1
54,49,4,1,1
54,2,2,1,2
55,43,1,2,2
55,32,1,2,2
55,47,2,2,2
55,33,0,2,2
55,21,2,2,2
55,53,2,2,2
55,50,5,2,2
55,19,0,2,2
55,18,2,2,2
55,49,1,2,2
56,7,5,2,2
56,12,3,0,0
56,3,1,2,2
56,37,0,2,2
56,31,0,2,2
56,19,1,2,2
56,11,2,2,2
56,10,4,2,2
56,21,1,2,2
57,28,3,1,1
57,20,5,1,1
57,13,1,0,0
57,45,4,1,0
57,1,3,1,0
57,40,1,1,0
57,25,0,0,0
57,37,5,0,0
57,46,4,1,1
57,12,1,0,1
57,17,0,0,1
58,32,3,2,2
58,28,4,2,2
58,24,2,2,0
58,14,2,1,1
58,3,2,1,1
58,31,4,0,0
58,33,4,2,1
58,8,5,1,1
58,8,5,1,1
58,32,0,2,2
58,17,5,2,2
59,17,0,1,0
59,7,2,2,1
59,16,4,1,1
59,29,5,1,2
59,23,3,1,1
59,21,0,0,0
59,49,5,2,2
59,27,4,2,2
59,3,2,1,1
59,22,0,2,2
60,28,5,2,2
60,5,0,2,2
60,15,2,1,2
60,33,4,2,1
61,30,4,2,1
61,49,1,2,2
61,46,0,2,1
61,42,0,2,2
61,51,0,2,1
61,21,4,2,2
61,58,3,2,2
61,39,3,2,2
61,60,5,2,1
61,45,1,2,2
61,26,2,1,1
61,53,4,2,1
61,13,1,1,2
