userID,placeID,rating,food_rating,service_rating
69,287,0,0,0
69,286,0,0,0
69,292,1,0,0
69,288,0,2,0
70,49,2,2,1
70,50,1,1,1
70,54,1,1,0
71,303,2,2,2
71,2504,2,1,2
71,2493,2,2,2
71,2501,1,2,2
71,2483,2,2,2
71,266,2,2,2
71,297,2,2,2
71,2473,2,2,2
71,275,1,1,1
71,2480,2,2,2
71,2469,2,2,2
71,2466,2,2,2
71,2471,2,2,2
72,2457,1,2,2
72,214,2,1,2
72,2529,0,1,0
72,2441,0,0,0
73,2503,0,0,0
73,13,0,0,0
73,2505,0,0,0
73,2521,0,0,0
73,392,0,0,0
73,395,0,0,0
73,2493,0,0,0
73,275,0,0,0
73,2501,0,0,0
73,2506,0,0,0
73,303,0,0,0
74,2452,2,1,2
74,2428,2,2,2
74,2417,2,2,2
75,2522,1,2,1
75,2507,2,1,2
75,2491,2,2,2
75,2517,2,2,0
75,2473,1,1,1
75,275,1,2,1
75,2498,2,1,1
75,271,1,1,1
75,2503,1,0,1
75,2480,2,2,0
75,2492,1,1,1
75,2482,1,1,0
76,2480,2,2,1
76,2479,1,2,2
76,2468,0,1,1
76,2483,2,2,2
76,2514,2,1,1
77,2526,2,2,2
77,2479,2,2,1
77,266,2,2,2
77,2501,1,2,2
77,2468,0,1,1
78,326,1,1,1
78,2522,1,1,1
78,2501,2,2,2
78,2547,2,2,2
78,2482,2,1,2
78,275,0,2,1
78,2493,2,2,2
79,2427,2,2,2
79,2417,1,1,0
79,209,2,2,2
79,207,1,2,1
80,109,1,1,1
80,101,2,2,2
80,174,1,1,1
80,49,2,2,2
80,5,1,1,1
80,156,1,1,1
81,2510,1,0,1
81,2517,1,2,2
81,2484,0,0,1
81,2480,0,0,0
81,266,1,0,1
81,2473,0,1,1
81,2469,1,2,2
81,2526,1,2,1
81,2493,0,1,1
81,2471,1,1,1
81,2468,0,1,1
82,71,1,1,1
82,54,0,0,0
82,35,0,0,0
82,49,0,0,0
82,50,0,0,0
82,104,0,0,0
82,1,0,0,0
82,173,0,0,0
82,174,0,0,0
83,2475,2,2,2
83,164,1,1,1
83,2487,2,2,1
83,13,2,2,2
83,2490,0,0,0
83,2513,1,2,2
83,2515,2,2,2
83,196,2,2,2
83,2485,1,2,2
84,2499,1,0,2
84,303,2,2,2
84,2513,2,2,2
84,2471,2,2,2
84,2467,2,2,2
84,2476,2,2,2
84,2486,2,2,2
84,302,2,2,2
84,2526,2,2,2
84,164,1,0,1
85,2484,2,2,2
85,326,0,0,0
85,2491,2,2,2
85,2517,2,2,2
85,2522,2,2,2
85,2483,0,0,0
85,2500,2,2,1
85,313,0,2,2
85,2496,2,2,2
85,266,2,2,2
86,2504,1,1,1
86,362,1,1,1
86,2526,2,1,1
86,363,2,1,2
86,378,2,0,1
86,2486,2,2,2
86,2482,2,2,2
86,2501,1,1,1
86,392,1,1,1
87,108,2,2,1
87,2545,1,2,1
87,101,1,1,0
87,173,2,2,1
87,181,1,2,1
87,1,1,2,1
87,35,1,2,1
87,104,1,2,1
88,271,0,2,2
88,2549,2,2,2
88,2498,1,2,2
88,2482,2,2,2
88,2510,1,2,2
88,2523,2,2,2
88,2512,0,0,0
88,2495,2,2,2
88,2511,2,2,1
88,2473,2,2,2
88,2522,1,2,2
88,2492,2,1,2
89,2499,1,1,1
89,2505,1,1,1
89,2469,1,1,1
89,392,1,1,1
89,362,1,1,1
89,195,1,1,1
89,2467,1,1,1
89,313,1,1,1
89,2526,1,1,1
89,2513,1,1,1
89,275,1,1,1
89,316,1,1,1
89,2479,0,0,0
89,2520,0,0,0
90,13,1,1,2
90,2503,2,2,2
90,2493,2,2,2
90,303,2,2,2
90,2492,1,2,1
90,395,2,2,2
90,2526,2,2,2
90,363,2,2,2
90,2466,2,2,2
90,366,2,2,2
91,266,0,1,1
91,2516,2,2,2
91,302,1,1,1
91,316,1,2,2
91,2527,1,1,1
91,2521,0,1,1
91,13,2,2,2
91,325,2,2,2
91,2476,1,1,1
92,2512,1,0,0
92,2526,0,0,0
92,2487,0,0,0
92,13,1,0,0
92,2466,2,1,1
92,164,1,1,1
93,2460,2,2,2
93,2437,2,2,2
93,2442,2,2,2
93,2417,2,2,1
93,2440,2,2,2
93,2454,2,2,1
93,208,2,2,2
93,2452,1,1,0
94,2495,0,0,0
94,2523,0,0,0
94,2498,0,1,0
94,2512,0,1,0
94,271,0,1,0
94,2511,0,1,0
94,2549,0,1,1
94,2510,0,1,0
95,313,1,2,2
95,2475,2,2,2
95,2499,1,2,2
95,302,1,1,1
95,164,2,2,2
95,2527,1,2,1
95,2496,2,2,2
95,2505,1,1,1
95,2476,2,2,2
95,2513,2,2,2
96,316,2,2,2
96,2466,2,2,2
96,2513,1,2,1
96,2505,1,1,0
96,2527,1,0,2
96,2496,2,2,2
96,2467,2,2,2
96,396,2,2,2
96,164,1,2,1
96,399,1,2,2
96,2516,1,2,1
97,2520,2,1,0
97,2499,2,1,1
97,395,1,1,0
97,399,2,1,1
97,2467,1,0,1
97,362,2,2,1
97,396,2,2,1
97,325,1,1,1
97,2490,2,1,1
97,2475,2,2,1
97,2527,2,0,1
97,2494,2,2,2
97,302,2,2,1
98,326,1,1,0
98,2501,2,1,2
98,297,1,2,1
98,2526,1,2,1
98,266,1,1,1
98,2520,2,1,1
98,2473,2,1,1
98,2479,1,1,1
98,302,2,2,1
98,2487,1,2,1
98,303,1,2,2
98,362,1,2,1
99,2517,1,1,0
99,275,2,2,2
99,2484,2,2,2
99,326,0,0,0
99,313,1,1,2
99,297,1,1,0
99,2507,1,1,1
99,2479,0,1,1
99,2501,2,2,2
99,2486,1,1,1
99,2483,1,1,1
100,2462,2,1,0
100,2437,2,1,1
100,2441,2,1,1
100,2442,2,2,2
100,209,2,2,2
100,2417,2,2,1
101,2480,1,1,1
101,2468,2,1,1
101,2514,1,1,1
101,2547,0,0,0
101,297,1,0,1
101,2473,2,2,1
101,2479,2,2,1
101,2492,2,0,2
101,2493,2,1,1
101,2482,0,0,0
102,287,2,2,2
102,295,2,2,2
102,299,2,2,0
102,311,2,2,0
102,288,2,2,0
103,25,1,2,1
103,173,0,0,2
103,71,1,2,0
103,54,2,2,2
103,108,1,2,2
103,2545,1,2,0
103,104,1,0,2
103,174,2,2,2
104,2480,0,0,1
104,266,1,2,1
104,2526,2,2,1
104,2471,2,1,1
104,2503,1,1,2
104,275,1,2,1
104,2493,1,1,1
104,2473,2,1,1
104,2466,2,1,1
104,2488,1,2,1
104,2474,1,1,2
104,2482,1,2,1
105,2498,0,0,0
105,2510,0,0,0
105,271,0,0,0
105,2481,0,0,0
105,2474,0,0,0
105,2495,0,0,0
105,2480,0,0,0
105,2493,0,0,0
106,2482,1,1,1
106,2473,0,0,0
106,2469,2,1,0
106,2488,0,0,0
106,2493,0,0,0
106,2547,0,0,0
106,195,2,2,1
106,297,0,1,0
106,275,2,1,1
106,2483,2,0,0
106,2480,2,1,1
106,2507,2,1,2
106,2526,2,2,2
106,2503,2,2,1
106,303,2,2,2
106,2471,2,2,1
106,2520,2,2,2
106,2505,2,2,2
107,101,2,2,1
107,25,2,2,2
107,174,2,2,2
108,2516,2,2,2
108,13,1,2,1
108,2515,2,2,1
108,2469,1,1,1
108,2526,1,2,1
108,2473,2,1,2
108,2527,1,1,0
108,164,2,2,2
108,2487,1,2,1
108,2499,1,1,1
109,2469,2,2,2
109,297,1,1,1
109,266,2,2,2
109,2473,2,2,2
109,2504,2,2,2
109,2483,2,2,2
109,2499,2,2,2
109,2526,2,2,2
109,2479,2,2,2
109,313,1,1,1
110,2462,1,2,1
110,208,2,2,2
110,2454,2,2,2
110,2440,2,2,2
111,286,2,2,1
111,2512,2,2,2
111,299,1,1,1
111,295,2,2,2
111,318,1,1,1
111,292,2,1,0
111,2549,2,1,0
111,310,0,0,0
111,311,0,0,0
111,288,0,0,0
111,2523,1,0,0
112,2488,0,0,0
112,2467,1,1,1
112,2505,0,1,1
112,395,0,0,1
112,2520,1,0,0
112,2503,0,0,1
112,2489,0,0,0
112,2527,0,0,0
112,362,1,0,0
112,2487,0,0,0
112,13,0,0,1
112,275,1,0,0
112,303,1,1,1
113,2479,1,2,0
113,2498,2,2,1
113,2526,1,2,1
113,2473,0,0,0
113,2520,1,2,1
113,2487,2,2,1
113,297,0,1,0
113,295,0,0,0
114,2494,0,0,0
114,266,0,0,0
114,2506,0,0,0
114,2499,0,0,0
114,164,0,0,0
114,392,0,0,0
114,313,1,1,1
114,275,0,0,0
114,2513,0,0,0
114,195,0,0,0
114,196,1,2,1
115,2498,2,2,2
115,2523,2,2,2
115,2495,0,0,1
115,2549,1,2,2
115,2510,1,0,1
115,271,2,2,2
115,2511,1,1,1
115,2512,2,2,2
116,2488,2,2,2
116,2501,0,0,0
116,2479,2,2,2
116,2526,2,2,2
116,2493,2,2,2
116,2466,2,2,2
116,2500,0,2,2
116,2468,0,2,2
116,266,2,2,2
116,2471,1,2,2
116,275,2,2,2
117,2459,1,1,1
117,207,0,0,1
117,2529,1,1,2
117,2457,2,2,1
117,214,1,2,2
117,2441,1,1,1
118,2428,0,0,0
118,24,0,0,0
118,209,0,0,0
118,2462,2,0,0
118,2424,0,0,0
118,2442,0,0,0
118,2433,0,0,0
119,2427,2,2,2
119,2462,0,0,0
119,2442,2,2,2
119,24,2,2,2
119,209,2,2,2
120,2526,0,0,0
120,286,1,0,2
120,2473,1,1,1
120,2486,1,2,2
120,2479,0,0,0
120,2498,2,2,2
120,2467,1,1,1
120,287,2,2,1
120,288,2,2,2
121,2462,0,0,0
121,2460,2,2,2
121,208,2,2,2
121,2440,2,2,2
122,2507,2,1,1
122,2506,2,2,2
122,313,2,2,2
122,2499,2,0,2
122,275,2,1,1
122,195,2,1,2
122,2520,2,2,2
122,2479,2,2,2
122,2526,2,2,1
122,2471,2,1,1
122,2505,1,1,1
122,2494,2,2,2
123,174,1,2,1
123,49,1,2,1
123,2545,2,2,2
123,25,1,2,0
123,108,1,2,1
123,181,1,1,1
123,54,1,2,1
123,35,1,1,1
124,2495,1,1,1
124,2549,1,1,1
124,2473,1,1,1
124,2512,1,0,1
124,2511,1,1,1
124,2510,1,1,1
124,2522,1,1,0
124,2498,1,1,1
124,2480,1,1,1
124,2491,0,1,0
125,2484,1,1,2
125,2522,0,0,2
125,2517,1,1,1
125,2491,2,1,1
125,2507,1,0,1
125,2473,1,2,1
125,2483,1,1,1
125,2504,1,2,1
125,2501,1,0,2
125,2479,2,2,1
125,2503,1,2,1
126,2510,0,0,0
126,2498,2,2,2
126,271,0,0,0
126,2481,0,0,0
126,2547,2,2,2
126,2493,2,1,1
126,2482,2,1,1
126,2479,1,0,1
126,2495,1,2,1
126,2549,2,2,1
127,2416,2,2,2
127,2462,2,1,1
127,2428,2,0,2
127,2437,2,2,2
128,313,0,0,0
128,2494,0,0,0
128,2499,0,0,0
128,316,0,0,0
128,2520,0,0,0
128,366,0,0,0
128,2505,0,0,0
128,362,0,0,0
128,2501,0,0,0
128,395,0,0,0
128,392,0,0,0
129,147,0,0,1
129,95,0,0,0
129,2,1,2,2
129,106,0,0,0
130,95,0,0,0
130,2,0,0,0
130,67,0,0,0
130,147,1,2,1
131,2495,2,1,2
131,310,1,2,1
131,307,2,2,2
131,2523,0,1,0
131,292,2,2,2
131,311,0,2,0
132,2479,1,1,1
132,266,2,2,2
132,2526,2,2,2
132,2503,2,1,1
132,2466,1,1,2
132,2493,2,2,2
132,2469,2,2,2
132,2473,1,0,1
132,2492,1,1,0
132,2468,2,1,0
133,2424,1,1,1
133,2427,2,2,2
133,207,1,1,0
133,208,0,0,0
133,2462,2,2,2
133,2442,2,2,2
133,2416,1,1,1
133,2433,1,2,1
133,2460,1,2,0
134,2488,1,1,1
134,2467,0,0,0
134,2485,1,1,1
134,266,1,2,1
134,2500,2,1,0
134,2506,2,2,2
134,2487,2,1,1
134,2526,2,1,2
134,2520,1,1,2
134,2496,2,2,2
134,195,2,1,1
134,13,0,0,0
134,2516,2,1,1
134,2521,1,1,1
134,2505,2,2,2
134,2515,2,2,2
135,2526,0,0,0
135,2547,0,0,0
135,2493,0,0,0
135,2482,0,0,0
135,266,0,0,0
135,275,0,0,0
135,2499,0,0,0
135,2504,0,0,0
135,297,0,0,0
135,2486,0,0,0
135,2469,0,0,0
135,2473,0,0,0
135,2483,0,0,0
135,2501,0,0,0
136,2515,1,1,2
136,303,2,2,2
136,362,2,2,2
136,2513,1,1,1
136,2496,2,2,2
136,2505,1,1,1
136,399,2,2,2
136,2489,1,2,2
136,2487,2,2,2
136,2469,2,2,2
137,392,2,2,2
137,2526,2,1,2
137,275,2,2,2
137,303,2,2,2
137,2499,0,2,2
137,2500,2,0,2
137,2503,2,2,2
137,266,2,2,1
137,164,2,2,2
137,196,2,2,2
137,2483,2,2,2
137,325,2,2,2
137,2490,2,2,2
137,2516,2,2,2
138,362,2,2,1
138,363,2,2,2
138,366,1,2,1
